"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","minuslog10padj","diffexp"
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","41/1734","140/9710",0.292857142857143,1.63993244356566,3.55599713327975,0.000576019416350442,0.00346480020789688,0.00266300433689651,"TP53/IRAK1/LRRC14/PSME3/PSMB5/PSMC1/PSMD7/PSMC5/TRAF2/PSMD12/PSMC3/PSMD13/PSMB2/PSMA7/TAB1/PSMD3/PSMD11/SQSTM1/NFKBIB/PSMC2/PSMA4/TNIP2/HMGB1/PTPN18/PSMA3/PSMB7/GSDMD/PSMD4/PSMC6/PSMA1/PTPN9/NFKB1/PSMC4/PSMF1/PSMD14/PSMD1/CUL1/PSMD5/IKBIP/IKBKB/PSMB1",41,2.46032180321943,"Severe"
"REACTOME_DEUBIQUITINATION","REACTOME_DEUBIQUITINATION","63/1734","239/9710",0.263598326359833,1.47608982061936,3.47463469974428,0.000598457056804188,0.00356562034939452,0.00274049350162319,"KEAP1/TP53/KAT2A/CLSPN/PSME3/CDC25A/PSMB5/HCFC1/HGS/BRCA1/PSMC1/RUVBL1/INO80/PSMD7/PSMC5/TRAF2/PSMD12/INO80E/MDM2/PSMC3/PSMD13/PSMB2/MCRS1/PSMA7/TRAF3/CCNA2/DDB2/USP7/TAB1/PSMD3/PSMD11/USP16/BARD1/USP11/ARRB2/PSMC2/PSMA4/TNIP2/OTUB1/PSMA3/USP21/PSMB7/VDAC3/PSMD4/PSMC6/PSMA1/SMAD1/ACTR5/MAT2B/JOSD2/PSMC4/PSMF1/USP47/USP22/PSMD14/MYC/VCP/PSMD1/PSMD5/RIPK1/PSMB1/USP5/UFD1",63,2.44786490034758,"Severe"
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS","REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS","14/1734","32/9710",0.4375,2.44989907727797,3.83035633755408,0.00059873825415898,0.00356562034939452,0.00274049350162319,"POLE/POLE3/PCNA/RFC3/RPA2/PCLAF/POLD1/POLD2/POLE2/RFC2/POLD3/RFC4/RFC5/RPA1",14,2.44786490034758,"Severe"
"REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS","REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS","9/1734","16/9710",0.5625,3.14987024221453,4.01273016302121,0.000617512179645749,0.00365921821304931,0.00281243170927767,"MYBL2/CDC25A/PKMYT1/FOXM1/PLK1/WEE1/CDC25C/RBBP4/CCNB1",9,2.43661169111535,"Severe"
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH","REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH","17/1734","43/9710",0.395348837209302,2.21386228910169,3.71943533347227,0.000673375737626481,0.00395113116636714,0.00303679254223707,"EZH2/TP53/POLA2/C1QBP/CDC25A/LMNB1/MLKL/TRAF2/POLA1/PRIM1/EED/CDC25C/DNMT3B/RBBP4/YWHAE/DNMT1/RIPK1",17,2.40327855273214,"Severe"
"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES","REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES","17/1734","43/9710",0.395348837209302,2.21386228910169,3.71943533347227,0.000673375737626481,0.00395113116636714,0.00303679254223707,"EZH2/WDR5/SETD1B/SUV39H1/SETD1A/SETD6/EED/EHMT2/SUV39H2/KMT2D/RBBP4/KMT2B/NFKB1/NSD2/ASH2L/NSD1/MECOM",17,2.40327855273214,"Severe"
"REACTOME_SIGNALING_BY_NOTCH","REACTOME_SIGNALING_BY_NOTCH","48/1734","172/9710",0.27906976744186,1.56272632171884,3.47177857544138,0.000685887587181539,0.00400491435051855,0.00307812965954642,"TP53/KAT2A/PSME3/PBX1/PSMB5/E2F3/MOV10/PSMC1/TNRC6A/PSMD7/PSMC5/PSMD12/JAG2/WWP2/E2F1/PSMC3/PSMD13/PSMB2/PSMA7/PSMD3/PSMD11/POGLUT1/ARRB2/PSMC2/PSMA4/PSMA3/PSMB7/MAML1/PSMD4/PSMC6/PSMA1/POFUT1/TFDP1/TACC3/HDAC7/PSMC4/PSMF1/PSMD14/MYC/MIB2/HDAC2/PSMD1/SNW1/CUL1/PSMD5/APH1A/HDAC10/PSMB1",48,2.39740676734377,"Severe"
"REACTOME_HEDGEHOG_OFF_STATE","REACTOME_HEDGEHOG_OFF_STATE","33/1734","107/9710",0.308411214953271,1.72703165928273,3.52582677863852,0.000716185495479611,0.00416152445674318,0.00319849832932642,"PRKACB/PSME3/PSMB5/TUBA1B/PSMC1/PSMD7/PSMC5/PSMD12/ADCY3/SMO/PSMC3/PSMD13/PSMB2/PSMA7/PSMD3/PSMD11/PRKAR1B/PSMC2/PSMA4/TUBA4A/MKS1/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/PSMC4/PSMF1/PSMD14/PSMD1/CUL1/PSMD5/PSMB1",33,2.38074754873081,"Severe"
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE","REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE","30/1734","95/9710",0.315789473684211,1.76834820615553,3.50884726556414,0.000798391341884619,0.00461678471611541,0.00354840596393164,"PLK4/PCNT/HAUS1/PLK1/CDK5RAP2/HAUS2/HAUS3/SFI1/HAUS5/TUBA4A/MKS1/IQCB1/SSNA1/CEP76/CEP78/CEP72/DCTN1/PPP2R1A/YWHAE/HAUS6/CC2D2A/MAPRE1/ALMS1/TMEM67/TMEM216/ACTR1A/CEP135/B9D1/PAFAH1B1/KIF24",30,2.33566037643066,"Severe"
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","12/1734","26/9710",0.461538461538462,2.58450891668885,3.77201312780669,0.000820447976475258,0.00472152032615809,0.00362890451133287,"EXOSC2/EXOSC9/EXOSC8/NFYC/KHSRP/EXOSC5/ATF4/EXOSC4/EXOSC3/EXOSC6/EXOSC7/PARN",12,2.32591813633485,"Severe"
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","11/1734","23/9710",0.478260869565217,2.67815054410511,3.75681155212749,0.000935855600588026,0.00535990025791324,0.00411955575378461,"NELFCD/SUPT5H/GTF2F1/POLR2D/POLR2E/POLR2K/POLR2F/POLR2G/NELFB/NCBP1/CTDP1",11,2.27084329199397,"Severe"
"REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION","REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION","7/1734","11/9710",0.636363636363636,3.56348956694977,3.96628248058303,0.000964491580454632,0.0054976020085914,0.00422539168580125,"MRM2/MRM1/TRMT10C/MRM3/MTERF4/ELAC2/NSUN4",7,2.25982670351199,"Severe"
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","15/1734","37/9710",0.405405405405405,2.27017675114561,3.6091393606951,0.00101507349881422,0.00575257891636856,0.00442136391233005,"NOP56/TP53/CCT6A/CCT3/CCNE2/CCT2/CCNE1/TCP1/USP11/CCT5/CCT7/WRAP53/CCT8/FBXW9/FBXL3",15,2.24013741477869,"Severe"
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","33/1734","109/9710",0.302752293577982,1.69534300498397,3.40387284859554,0.0010236418623112,0.00575257891636856,0.00442136391233005,"SYK/PSME3/PSMB5/PSMC1/PSMD7/PSMC5/PSMD12/PSMC3/PSMD13/PSMB2/PSMA7/PSMD3/PSMD11/NFKBIB/PSMC2/PSMA4/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/NFKB1/PSMC4/PSMF1/HRAS/PSMD14/PSMD1/CUL1/VAV1/PSMD5/IKBKB/PSMB1/PPIA",33,2.24013741477869,"Severe"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2","33/1734","109/9710",0.302752293577982,1.69534300498397,3.40387284859554,0.0010236418623112,0.00575257891636856,0.00442136391233005,"PSME3/PSMB5/CDK4/PSMC1/PSMD7/PSMC5/PSMD12/SRC/PSMC3/PSMD13/AKT2/PSMB2/PSMA7/PSMD3/PSMD11/PSMC2/PSMA4/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/SMAD1/ABL1/PSMC4/PSMF1/PSMD14/PSMD1/CCNB1/CUL1/PSMD5/PSMB1/RBM14",33,2.24013741477869,"Severe"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","31/1734","101/9710",0.306930693069307,1.71874107826007,3.38542565885786,0.00111829783102915,0.00625515188664436,0.00480763553526551,"PSME3/PSMB5/PSMC1/PSMD7/PSMC5/PSMD12/PSMC3/PSMD13/PSMB2/PSMA7/PSMD3/PSMD11/PSMC2/PSMA4/HMGB1/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/PSMC4/PSMF1/PSMD14/SEC61A1/CYBA/PSMD1/TIRAP/SEC61A2/PSMD5/IKBKB/PSMB1",31,2.20376214037014,"Severe"
"REACTOME_CELLULAR_SENESCENCE","REACTOME_CELLULAR_SENESCENCE","37/1734","127/9710",0.291338582677165,1.63142885686002,3.33960241563085,0.0011597696716705,0.00645695021855622,0.0049627353392412,"E2F2/HMGA2/EZH2/TP53/ANAPC7/LMNB1/E2F3/CBX2/CDK4/MOV10/ANAPC5/TNRC6A/ANAPC2/MRE11/ASF1A/CCNE2/E2F1/MDM2/CCNA2/MAPKAPK5/CCNE1/MAP4K4/CDC16/EED/EHMT2/NBN/RBBP4/HIRA/FZR1/TFDP1/NFKB1/CBX8/MINK1/KAT5/MAP2K7/ANAPC1/TNIK",37,2.18997256188124,"Severe"
"REACTOME_FGFR2_ALTERNATIVE_SPLICING","REACTOME_FGFR2_ALTERNATIVE_SPLICING","12/1734","27/9710",0.444444444444444,2.48878636421889,3.61184016376974,0.00123908386549368,0.00683929977335745,0.00525660467125217,"HNRNPH1/GTF2F1/HNRNPM/TIA1/POLR2D/POLR2E/TIAL1/POLR2K/POLR2F/POLR2G/HNRNPA1/NCBP1",12,2.16498836028777,"Severe"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6","14/1734","34/9710",0.411764705882353,2.30578736684985,3.55617574686086,0.00123987305832796,0.00683929977335745,0.00525660467125217,"EZH2/PCGF6/L3MBTL2/BRCA1/RBBP8/CHEK1/E2F1/EPC1/EED/EHMT2/RBBP4/TFDP1/CDC7/RRM2",14,2.16498836028777,"Severe"
"REACTOME_MICRORNA_MIRNA_BIOGENESIS","REACTOME_MICRORNA_MIRNA_BIOGENESIS","11/1734","24/9710",0.458333333333333,2.56656093810073,3.58261307250104,0.00145136731984282,0.00793281589886692,0.00609706819294701,"DGCR8/XPO5/DROSHA/DICER1/POLR2D/RAN/POLR2E/POLR2K/POLR2F/POLR2G/TARBP2",11,2.10057262450293,"Severe"
"REACTOME_TRNA_AMINOACYLATION","REACTOME_TRNA_AMINOACYLATION","11/1734","24/9710",0.458333333333333,2.56656093810073,3.58261307250104,0.00145136731984282,0.00793281589886692,0.00609706819294701,"FARS2/FARSB/HARS2/CARS2/AIMP2/EEF1E1/PPA1/LARS2/FARSA/EARS2/YARS2",11,2.10057262450293,"Severe"
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","27/1734","86/9710",0.313953488372093,1.75806711193369,3.29229163451057,0.00157176288987941,0.00855181899629844,0.00657282663040481,"PLK4/PCNT/HAUS1/PLK1/BORA/CDK5RAP2/HAUS2/HAUS3/SFI1/HAUS5/TUBA4A/AURKA/SSNA1/CEP76/CEP78/CEP72/DCTN1/PPP2R1A/YWHAE/HAUS6/MAPRE1/ALMS1/CCNB1/ACTR1A/CUL1/CEP135/PAFAH1B1",27,2.06794149977083,"Severe"
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","17/1734","46/9710",0.369565217391304,2.0694799658994,3.389942511011,0.001634202286004,0.00885131283414836,0.00680301404128362,"UBTF/POLR1A/SUV39H1/POLR1C/SIRT1/POLR2E/TAF1C/DNMT3B/POLR2K/POLR2F/GTF2H4/TAF1D/TTF1/POLR1B/HDAC2/DNMT1/ERCC3",17,2.05299230960261,"Severe"
"REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT","REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT","10/1734","21/9710",0.476190476190476,2.66655681880595,3.56458946118144,0.00166778501812924,0.00899251651666984,0.00691154151657164,"AFG3L2/STOML2/LETM1/PMPCA/SPG7/VDAC3/MAIP1/PHB2/PMPCB/PARL",10,2.0461187558345,"Severe"
"REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE","REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE","12/1734","28/9710",0.428571428571429,2.39990113692536,3.45870138034408,0.0018198990082493,0.00968186272388628,0.00744136483373048,"UBTF/POLR1A/POLR1C/POLR2E/TAF1C/POLR2K/POLR2F/GTF2H4/TAF1D/POLR1B/RRN3/ERCC3",12,2.01404107937756,"Severe"
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION","REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION","12/1734","28/9710",0.428571428571429,2.39990113692536,3.45870138034408,0.0018198990082493,0.00968186272388628,0.00744136483373048,"UBTF/POLR1A/POLR1C/POLR2E/TAF1C/POLR2K/POLR2F/GTF2H4/TAF1D/TTF1/POLR1B/ERCC3",12,2.01404107937756,"Severe"
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER","REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER","12/1734","28/9710",0.428571428571429,2.39990113692536,3.45870138034408,0.0018198990082493,0.00968186272388628,0.00744136483373048,"POLR3H/BRF2/POLR3C/POLR1C/POLR2E/CRCP/POLR3F/POLR2K/POLR2F/POLR3E/SNAPC4/POLR3K",12,2.01404107937756,"Severe"
"REACTOME_NEDDYLATION","REACTOME_NEDDYLATION","61/1734","240/9710",0.254166666666667,1.42327470203768,3.09579481467766,0.00190391363871346,0.0100840027678762,0.00775044490095746,"KEAP1/LRR1/DCAF16/CCNF/PSME3/COMMD4/WDR5/PSMB5/KLHL21/NAE1/BRCA1/CUL4A/PSMC1/PSMD7/PSMC5/COPS3/DTL/PSMD12/PSMC3/PSMD13/PSMB2/PSMA7/FBXO30/FEM1A/BTBD6/DDB2/DCAF8/COP1/NPLOC4/PSMD3/DPP3/PSMD11/DCAF13/SQSTM1/PSMC2/PSMA4/COPS2/KCTD7/FBXL19/BIRC5/PSMA3/PSMB7/PALB2/PSMD4/PSMC6/GPS1/PSMA1/COPS6/PSMC4/PSMF1/PSMD14/VCP/FBXW9/PSMD1/CUL1/FBXL3/PSMD5/FBXL14/UBE2M/PSMB1/UFD1",61,1.9963670437896,"Severe"
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS","53/1734","203/9710",0.261083743842365,1.46200873858671,3.10167069281973,0.00196809640026836,0.0103780237494327,0.00797642593941361,"ABCG2/KEAP1/PSME3/ABCF2/PSMB5/BRCA1/PSMC1/TXN2/PSMD7/PSMC5/PSMD12/PGD/PSMC3/TXNRD2/PSMD13/AKT2/PSMB2/PSMA7/NPLOC4/ATF4/PSMD3/CSNK2B/DPP3/PSMD11/SQSTM1/PSMC2/PSMA4/ME1/HMOX1/PSMA3/PSMB7/GCLM/PALB2/PSMD4/CARM1/PSMC6/PSMA1/COX5A/NFKB1/HM13/SLC7A11/PSMC4/PSMF1/NCOA2/PSMD14/MYC/VCP/CYBA/PSMD1/CUL1/PSMD5/PSMB1/UFD1",53,1.98388533978526,"Severe"
"REACTOME_PROCESSING_OF_SMDT1","REACTOME_PROCESSING_OF_SMDT1","8/1734","15/9710",0.533333333333333,2.98654363706267,3.58995542893882,0.00198693252632882,0.0104313957632263,0.00801744703606367,"AFG3L2/STOML2/PMPCA/SPG7/MAIP1/PHB2/PMPCB/PARL",8,1.98165757731544,"Severe"
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES","REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES","28/1734","92/9710",0.304347826086957,1.70427761897598,3.16456950737804,0.00218402075137513,0.0114160385999827,0.00877423183958567,"PLK4/TUBA1B/PCNT/HAUS1/PLK1/CDK5RAP2/HAUS2/HAUS3/SFI1/NUMA1/HAUS5/TUBA4A/TUBGCP6/TUBGCP3/SSNA1/CEP76/CEP78/CEP72/DCTN1/PPP2R1A/YWHAE/HAUS6/MAPRE1/ALMS1/ACTR1A/CEP135/PAFAH1B1/TUBGCP5",28,1.94248457145165,"Severe"
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX","REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX","18/1734","51/9710",0.352941176470588,1.97638917158559,3.25957654294826,0.00220262477512989,0.0114632254601325,0.00881049910051957,"PRPF19/CUL4A/COPS3/PPIE/USP7/POLR2D/POLR2E/ISY1/COPS2/GPS1/XAB2/POLR2K/POLR2F/GTF2H4/COPS6/POLR2G/ZNF830/ERCC3",18,1.94069316575048,"Severe"
"REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES","REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES","24/1734","76/9710",0.315789473684211,1.76834820615553,3.13531211996952,0.00256123932852764,0.0132718765205523,0.0102006068495473,"SRRT/CCNT2/INTS3/SUPT5H/RPRD2/TAF5/ZC3H8/GTF2F1/INTS1/SSU72/GTF2A1/POLR2D/POLR2E/RPRD1B/INTS9/POLR2K/NABP2/ICE2/POLR2F/INTS14/POLR2G/SNAPC4/INTS5/NCBP1",24,1.87706766757232,"Severe"
"REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","12/1734","29/9710",0.413793103448276,2.31714592530724,3.31201279614906,0.00260639231309257,0.0134476362016026,0.0103356936553671,"CTPS1/NME1/TYMS/DTYMK/RRM1/NME4/CTPS2/DCTPP1/DUT/CMPK1/AK2/RRM2",12,1.87135404836198,"Severe"
"REACTOME_SLC_TRANSPORTER_DISORDERS","REACTOME_SLC_TRANSPORTER_DISORDERS","27/1734","89/9710",0.303370786516854,1.69880642276739,3.08788422202982,0.00273077286100734,0.0140289060713553,0.0107824507816599,"NUP62/SLC16A1/NUP107/NDC1/NUP85/SLC3A2/NUP153/NUP88/NUP50/NUP214/SLC20A2/SLC27A4/NUP155/POM121C/NUP133/RAE1/NUP188/NUP93/SLC6A20/NUP35/SEH1L/NUP205/NUP54/AAAS/SLC11A2/POM121/AVPR2",27,1.85297619252805,"Severe"
"REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX","REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX","13/1734","33/9710",0.393939393939394,2.20596973192129,3.23550616490402,0.00294613807889591,0.0150064990656953,0.0115338171599329,"NELFCD/SUPT5H/GTF2F1/POLR2D/POLR2E/POLR2K/POLR2F/GTF2H4/POLR2G/ERCC3/NELFB/NCBP1/CTDP1",13,1.82372061447165,"Severe"
"REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY","REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY","13/1734","33/9710",0.393939393939394,2.20596973192129,3.23550616490402,0.00294613807889591,0.0150064990656953,0.0115338171599329,"SUPT16H/NELFCD/SSRP1/CCNT2/SUPT5H/GTF2F1/POLR2D/POLR2E/POLR2K/POLR2F/POLR2G/NELFB/CTDP1",13,1.82372061447165,"Severe"
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX","REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX","9/1734","19/9710",0.473684210526316,2.65252230923329,3.36170081450688,0.00298269902816488,0.0151283505792939,0.0116274707877614,"RBL1/PCNA/CDC25A/CDC6/E2F1/E2F4/RBBP4/TFDP1/MYC",9,1.82020841985256,"Severe"
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION","REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION","26/1734","86/9710",0.302325581395349,1.69295351519541,3.00950275413358,0.00341498634317456,0.0172478424167931,0.013256487070551,"KDM1A/MOV10/TNRC6A/MYB/SMC3/SMC1A/GTF2F1/NRIP1/CHD1/FKBP4/GTF2A1/POLR2D/POLR2E/HSP90AB1/KPNA2/DDX5/CARM1/POLR2K/POLR2F/POLR2G/PRMT1/NCOA2/KAT5/MYC/USF1/STAG1",26,1.76326522436382,"Severe"
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING","REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING","36/1734","130/9710",0.276923076923077,1.55070535001331,2.94732102150905,0.00348998982474477,0.0174847016906707,0.013438534298594,"SYK/PSME3/PSMB5/PSMC1/PSMD7/PSMC5/PSMD12/PSMC3/PSMD13/PSMB2/PSMA7/TAB1/PSMD3/PSMD11/PSMC2/PSMA4/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/NFKB1/PSMC4/PSMF1/HRAS/PSMD14/MAP2K7/PSMD1/PRKCQ/CUL1/VAV1/PSMD5/VAV2/IKBKB/PSMB1/PLCG1",36,1.75734177286007,"Severe"
"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION","REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION","20/1734","61/9710",0.327868852459016,1.83598994081721,3.05382425752468,0.00349109749713475,0.0174847016906707,0.013438534298594,"EZH2/TP53/KDM1A/CBX2/CHD3/MBD3/RPTOR/CHD4/EED/GATAD2A/MLST8/MTA2/RBBP4/ATN1/HDAC7/CBX8/HDAC2/MTA1/MECOM/LAMTOR1",20,1.75734177286007,"Severe"
"REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY","REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY","7/1734","13/9710",0.538461538461538,3.01526040280366,3.39002869623459,0.00359269358600231,0.0176973424791966,0.0136019674860993,"BRIP1/POLD1/RTEL1/NUBP2/CIAPIN1/NDOR1/CIAO3",7,1.75209194455753,"Severe"
"REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","7/1734","13/9710",0.538461538461538,3.01526040280366,3.39002869623459,0.00359269358600231,0.0176973424791966,0.0136019674860993,"FEN1/XRCC5/LIG1/PSIP1/BANF1/XRCC6/PPIA",7,1.75209194455753,"Severe"
"REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1","REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1","7/1734","13/9710",0.538461538461538,3.01526040280366,3.39002869623459,0.00359269358600231,0.0176973424791966,0.0136019674860993,"POLA2/POLA1/PRIM1/E2F1/PPP2CA/TFDP1/PPP2R1A",7,1.75209194455753,"Severe"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST","7/1734","13/9710",0.538461538461538,3.01526040280366,3.39002869623459,0.00359269358600231,0.0176973424791966,0.0136019674860993,"TP53/CCNE2/E2F1/E2F8/CCNA2/CCNE1/E2F7",7,1.75209194455753,"Severe"
"REACTOME_GASTRULATION","REACTOME_GASTRULATION","33/1734","117/9710",0.282051282051282,1.5794221157543,2.93988268721368,0.00368545357562588,0.0180798685656729,0.0138959724982615,"KAT2A/PSME3/PSMB5/PSMC1/PSMD7/PSMC5/MYB/PSMD12/TEAD2/PSMC3/PSMD13/PSMB2/PSMA7/FGF2/PSMD3/PSMD11/PSMC2/PSMA4/PSMA3/PSMB7/MAML1/PSMD4/PSMC6/PSMA1/TCF7L2/PSMC4/PSMF1/PSMD14/PSMD1/SNW1/TEAD4/PSMD5/PSMB1",33,1.74280473101832,"Severe"
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS","35/1734","126/9710",0.277777777777778,1.55549147763681,2.92623024554272,0.00373127911657054,0.0182299636838161,0.0140113338254894,"PRKACB/SYK/PSME3/PSMB5/PSMC1/PSMD7/PSMC5/PSMD12/SRC/PSMC3/PSMD13/PSMB2/PSMA7/TAB1/PSMD3/PSMD11/PSMC2/PSMA4/RAF1/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/NFKB1/PSMC4/PSMF1/HRAS/PSMD14/PSMD1/CUL1/PSMD5/IKBKB/UBE2M/PSMB1",35,1.73921419650871,"Severe"
"REACTOME_PROTEIN_LOCALIZATION","REACTOME_PROTEIN_LOCALIZATION","42/1734","158/9710",0.265822784810127,1.4885462748018,2.88673100741828,0.00387149840197427,0.018838144663265,0.0144787745114485,"SLC25A13/ATP5MC1/HSPA9/TOMM5/BCS1L/TIMM13/HSPD1/CYC1/TOMM22/TIMM44/TIMM50/PMPCA/CHCHD3/SGTA/GFER/PEX26/NUDT19/TIMM8B/AGPS/TOMM6/SAMM50/TIMM10/TIMM21/HMOX1/VAMP2/TIMM23/MTX1/GRPEL2/ATP5F1A/TIMM8A/PMPCB/PEX10/CHCHD10/SLC27A2/DECR2/ATP5F1B/PXMP2/CHCHD4/UBL4A/ALDH3A2/NDUFB8/GRPEL1",42,1.72496187235969,"Severe"
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS","25/1734","83/9710",0.301204819277108,1.68667750587124,2.92931183195239,0.00427143130015849,0.020700013223845,0.0159097845997806,"SMARCC1/SMARCC2/TRIM28/CHD3/MBD3/SMARCA4/SMARCB1/ZNF708/BCL7B/ARID1A/ZNF317/SMARCE1/SMARCD2/CHD4/MTREX/EHMT2/GATAD2A/ARID1B/MTA2/RBBP4/SS18L1/ZNF324/ZCCHC8/HDAC2/MTA1",25,1.68402937710148,"Severe"
